Product Name1,SKU,Product Name2,Image URLs,Product Information,product_features,Specifications,Downloads,URL
COMET EDGE ETS4 Nitrogen Dual Stage Regulator 1000kPa,310350,,https://www.cigweld.com.au/wp-content/uploads/2018/02/310350.jpg,"<div class=""typography"">
	<p>COMET EDGE Dual Stage regulators provide all the advantages of two stage control and should be used where precise and constant control of outlet pressure is required regardless of variations of the inlet pressure   such as that which occurs over the life of a cylinder’s contents.</p>
<p>Optimum safety through pre-set first stage pressure reduction.</p>
<p>	Highly accurate via sensitive adjustment of second stage outlet.</p>
<p>	Excellent pressure/flow characteristics.</p>
<p>	Constant outlet pressure regardless of variations of inlet pressure.</p>
<p>	The regulator is fitted with twin gauges enabling clear indication of outlet and inlet pressures.</p>
<p>	Conforms with AS4267.</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-edge-ets4-nitrogen-dual-stage-regulator-1000kpa/
COMET 5000 HP Nitrogen Regulator 20000kPa,310348,,https://www.cigweld.com.au/wp-content/uploads/2018/02/310348.jpg,"<div class=""typography"">
	<p>COMET 5000 High-Pressure Regulators are ideally suited for industrial or laboratory work, pneumatic loading of test apparatus, static testing of pressure components, pressurising high-pressure systems or high pressure decanting.</p>
<ul>
<li>Based on the COMET regulator design. Provides safe and accurate control of pressures up to 20,000kPa (2,800psi).</li>
<li>20,000 kPa models are fitted with a Type 51 inlet nut for EHP cylinder connection.</li>
<li>Specially hardened diaphragms for strength and accuracy.</li>
<li>Tube outlet connectors prevent accidental connection to low pressure equipment.</li>
<li>Gauges comply with AS1349. Inlet connections comply to AS2473.</li>
</ul>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-5000-hp-nitrogen-regulator-20000kpa/
COMET EDGE ESS4 Air Regulator 1000kPa,310352,,https://www.cigweld.com.au/wp-content/uploads/2018/02/310352.jpg,"<div class=""typography"">
	<p>With the expansion of the COMET EDGE regulator range, CIGWELD can now offer an EDGE regulator to suit the majority of industrial gases. COMET EDGE air and nitrogen regulators are suitable for most general purpose industrial and laboratory gas control applications. Air and nitrogen models are fitted with pressure relief valves to protect downstream equipment against increases above the maximum outlet pressure.</p>
<p>The most advanced regulator design introduced to the market in 20 years.</p>
<p>	Regulators are colour coded for easy gas identification.</p>
<p>	Easy to read gauges incorporating coloured segments to assist with setting correct operation pressures.</p>
<p>	Built-in Gauge Guard.</p>
<p>	Conforms to AS4267.</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-edge-ess4-air-regulator-1000kpa/
COMET EDGE ESS4 Acetylene Regulator with GasGuard 150kPa,310376,,https://www.cigweld.com.au/wp-content/uploads/2018/02/310376.jpg,"<div class=""typography"">
	<p>The COMET EDGE Series is the latest range of regulators incorporating advanced design,proven performance, and unsurpassed safety. Engineered to meet the demands of the professional, the COMET EDGE Series is suitable for the majority of cutting,welding and heating applications.</p>
<p>The most advanced regulator design introduced to the market in 20 years.</p>
<p>	Regulators are colour coded for easy gas identification.</p>
<p>	Easy to read gauges incorporating coloured segments to assist with setting correct operation pressures.</p>
<p>	GasGuardã¢ nipple ensures total gas shut off in the event that the inlet connection is broken.</p>
<p>	Built-in Gauge Guard.</p>
<p>	Independently certified to AS4267.</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-edge-ess4-acetylene-regulator-with-gasguard-150kpa/
COMET EDGE ESV4 Acetylene Regulator with GasGuard 150kPa,310532,,https://www.cigweld.com.au/wp-content/uploads/2018/02/Acetylene.png,"<div class=""typography"">
	<p>The COMET EDGE Series is the latest range of regulators incorporating advanced design,proven performance, and unsurpassed safety. Engineered to meet the demands of the professional, the COMET EDGE Series is suitable for the majority of cutting,welding and heating applications.</p>
<p>The most advanced regulator design introduced to the market in 20 years.</p>
<p>	Regulators are colour coded for easy gas identification.</p>
<p>	Easy to read gauges incorporating coloured segments to assist with setting correct operation pressures.</p>
<p>	GasGuardã¢ nipple ensures total gas shut off in the event that the inlet connection is broken.</p>
<p>	Built-in Gauge Guard.</p>
<p>	Independently certified to AS4267.</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-edge-esv4-acetylene-regulator-with-gasguard-150kpa/
COMET EDGE ESV4 Oxygen Regulator with GasGuard 1000kPa,310637,,https://www.cigweld.com.au/wp-content/uploads/2018/02/ProdPhoto_2291_lg_EDGE-OXY-2.JPG.png,"<div class=""typography"">
	<p>The COMET EDGE Series is the latest range of regulators incorporating advanced design,proven performance, and unsurpassed safety. Engineered to meet the demands of the professional, the COMET EDGE Series is suitable for the majority of cutting, welding and heating applications.</p>
<p>The most advanced regulator design introduced to the market in 20 years.</p>
<p>	Incorporating our Encapsulated Seat Technology (EST) which offers precise pressure and flow control.</p>
<p>	Regulators are colour coded for easy gas identification.</p>
<p>	Easy to read gauges incorporating coloured segments to assist with setting correct operation pressures.</p>
<p>	GasGuardã¢ nipple ensures total gas shut off in the event that the inlet connection is broken.</p>
<p>	Built-in Gauge Guard.</p>
<p>	Independently certified to AS4267.</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-edge-esv4-oxygen-regulator-with-gasguard-1000kpa/
Inlet nut type 30 R25,R25,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/inlet-nut-type-30-r25/
Inlet nut type 21CGA 510,AW46,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/inlet-nut-type-21cga-510/
Inlet nut type 11,RG40,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/inlet-nut-type-11/
Gauge kPa Oxy,301660,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/gauge-kpa-oxy/
Inlet nipple type 10.5,301917,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/inlet-nipple-type-10-5/
COMET EDGE ESS3 CO2 Regulator 20Lpm,301683,,"https://www.cigweld.com.au/wp-content/uploads/2018/02/301683.jpg,https://www.cigweld.com.au/wp-content/uploads/2018/02/ProdPhoto_687_lg_301683.JPG.png","<div class=""typography"">
	<p>The COMET EDGE ESS3 CO  Regulator is a smaller bodied model that offers the same EDGE Regulator technology as the larger ESV4 Oxygen/Acetylene variants, incorporating advanced design, proven performance, and unsurpassed safety. Engineered to meet the demands of the professional, the COMET EDGE Series is suitable for the majority of welding applications.</p>
<p>The most advanced regulator design introduced to the market in 20 years.</p>
<p>	Regulators are colour coded for easy gas identification.</p>
<p>	Easy to read gauges incorporating coloured segments to assist with setting correct operation pressures.</p>
<p>	Built-in Gauge Guard.</p>
<p>	Conforms to AS4267.</p>
<p>The most advanced regulator design introduced to the market in 20 years.</p>
<p>	Regulators are colour coded for easy gas identification.</p>
<p>	Easy to read gauges incorporating coloured segments to assist with setting correct operation pressures.</p>
<p>	Built-in Gauge Guard.</p>
<p>	Conforms to AS4267.</p>
</div>",,"<p><strong>Gas Type</strong><br>Carbon Dioxide</p> <p><strong>Inlet Connection</strong><br>AS2473 Type 30 (0.860"" - 14 TPI RH Int)</p> <p><strong>Max Inlet Pressure</strong><br>21,000 kPa</p> <p><strong>Max Outlet Flow</strong><br>20 l/min</p> <p><strong>Outlet Connection</strong><br>5/8"" = 17 UNF RH Ext</p>",,https://www.cigweld.com.au/product/comet-edge-ess3-co2-regulator-20lpm/
Inlet nut type 10,302624,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/inlet-nut-type-10/
COMET Argon Flowmeter 15LPM 200 kPa,301710,,https://www.cigweld.com.au/wp-content/uploads/2018/02/ProdPhoto_1278_lg_301710.JPG.png,"<div class=""typography"">
	<p>COMET Flowmeters provide fine adjustment control and flow measurement for shielding gases in MIG and TIG welding or other specialised low flow gas applications.</p>
<ul>
<li>Incorporates durable impact resistant polycarbonate outer and metering tubes, an inlet filter and a fail safe shroud which will vent excessive pressure should it occur within the flowmeter assembly</li>
<li>Initially designed for the medical application, COMET welding flowmeters have built-in safety, reliability and accuracy</li>
<li>Not sensitive to back pressure</li>
<li>Maximum working pressure 600 kPa, Calibrated for 200 kPa</li>
<li>Fine Flow adjustment valve which also provides an “On-Off” Facility</li>
</ul>
</div>",,"<p><strong>Gas Type</strong><br>Argon</p> <p><strong>Inlet Connection</strong><br>5/8"" - 18 UNF RH Ext</p> <p><strong>Max Inlet Pressure</strong><br>600 kPa</p> <p><strong>Outlet Connection</strong><br>5/8"" - 18 UNF RH Ext</p> <p><strong>Outlet Flow</strong><br>1 - 15 l/min</p>",,https://www.cigweld.com.au/product/comet-argon-flowmeter-15lpm-200-kpa/
Outlet connection 1/4 tube,303710,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/outlet-connection-1-4-tube/
